"","tenure.0.5","tenure.18","tenure.6.17","InternetService.DSL","InternetService.Fiber.optic","InternetService.No","OnlineSecurity.No","OnlineSecurity.No.internet.service","OnlineSecurity.Yes","OnlineBackup.No","OnlineBackup.No.internet.service","OnlineBackup.Yes","DeviceProtection.No","DeviceProtection.No.internet.service","DeviceProtection.Yes","TechSupport.No","TechSupport.No.internet.service","TechSupport.Yes","StreamingTV.No","StreamingTV.No.internet.service","StreamingTV.Yes","StreamingMovies.No","StreamingMovies.No.internet.service","StreamingMovies.Yes","Contract.Month.to.month","Contract.One.year","Contract.Two.year","PaymentMethod.Bank.transfer.(automatic)","PaymentMethod.Credit.card.(automatic)","PaymentMethod.Electronic.check","PaymentMethod.Mailed.check","Partner","Dependents","PaperlessBilling","MonthlyCharges","TotalCharges","tenure.cont","target"
"1602",0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0.993295472166502,0.996200124246126,0.554932383503622,"No"
"1603",0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0.847067718327609,0.574209376011708,-0.0965471809446023,"Yes"
"1604",0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,-0.00371194037139909,-0.224301105925211,-0.707309272614812,"Yes"
"1605",0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1.02985241062622,1.42904988218699,1.49143425739794,"No"
"1606",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-1.50254641722004,-0.0811331728052564,1.32856436628589,"No"
"1607",0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1.30735280711594,1.58029434803566,1.61358667573199,"No"
"1608",0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0.807187421826093,-0.110829653024915,-0.78874421817084,"Yes"
"1609",0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-1.48426794799018,-0.968740013960794,-0.625874327058784,"No"
"1610",0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1.55494298122952,1.28809041750503,0.758519747393692,"No"
"1611",0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,-0.141631299105809,0.686945742005773,0.758519747393692,"No"
"1612",0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0.87033122462016,1.42178453193438,1.61358667573199,"No"
"1613",0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0.752352014136509,1.32476331069637,1.40999931184192,"Yes"
"1614",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,-1.49756138015735,-0.477109632656456,0.0663227101674537,"No"
"1615",0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,-0.459011992097041,0.799421007769932,1.40999931184192,"No"
"1616",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,-1.48592962701108,-0.274997866232687,0.677084801837664,"No"
"1617",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,-1.50753145428273,-0.147622460462087,0.83995469294972,"No"
"1618",0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.176526558544635,0.128282026271402,-0.218699599278644,"No"
"1619",0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0.996618830208294,0.414809354017449,-0.3815694903907,"Yes"
"1620",0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.556273889670722,1.25646730160826,1.49143425739794,"No"
"1621",1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,-1.18682740324971,-1.69301997991832,-1.23663641872899,"No"
"1622",0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0.720780112739475,0.659479172382657,0.107040182945468,"Yes"
"1623",0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0.194027863115284,0.718766987468258,0.554932383503622,"No"
"1624",0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1.07804110223222,1.17295252179947,0.880672165727734,"No"
"1625",0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1.11293636167105,1.24784928662976,0.962107111283762,"Yes"
"1626",0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0.365180802267624,-0.495450490425231,-0.951614109282896,"Yes"
"1627",0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,-0.184834953649118,-0.0975550510728434,-0.503721908724742,"No"
"1628",0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.370165839330314,-0.317354123854244,-0.870179163726868,"No"
"1629",0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0.840421002244023,0.532104430288581,-0.0965471809446023,"No"
"1630",0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0.20565961626156,1.09184848723962,1.45071678461993,"No"
"1631",0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1.25750243648905,0.924191534552155,0.22919260127951,"No"
"1632",0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0.684223174279752,0.0543242399083898,-0.625874327058784,"Yes"
"1633",0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1.3738199679518,1.16344861995515,0.63636732905965,"Yes"
"1634",1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.69663209208524,-1.69960289056249,-1.27735389150701,"No"
"1635",0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,-0.191481669732704,0.848435782502964,1.24712942072986,"No"
"1636",1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0.17242603584363,-1.08306551147994,-1.19591894595098,"No"
"1637",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.34302523121398,-0.132890894604522,0.63636732905965,"No"
"1638",0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,-1.17353397108254,0.293594753523453,1.3692818390639,"No"
"1639",0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0.652651272882719,1.29302325755807,1.45071678461993,"No"
"1640",0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,-0.655090116562828,-0.393872102495797,-0.625874327058784,"Yes"
"1641",0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,-1.46598947876032,-1.30118868892716,-1.03304905483892,"No"
"1642",0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0.74238194001113,1.38048409696847,1.61358667573199,"No"
"1643",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,-1.49257634309466,-0.577408079330626,-0.137264653722616,"No"
"1644",0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0.850391076369402,0.771592354241964,0.188475128501496,"No"
"1645",0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1.49678421549814,0.816919697791805,0.0663227101674537,"Yes"
"1646",0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0.660959667987201,0.804691934516006,0.392062492391566,"Yes"
"1647",0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0.0245366029838412,0.872448641365401,1.0842595296178,"No"
"1648",0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0.489806728834862,-0.31574906439163,-0.870179163726868,"Yes"
"1649",0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0.53799542044086,1.11694827178625,1.12497700239582,"No"
"1650",0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,-0.286197373923805,0.0417750254982533,-0.218699599278644,"No"
"1651",1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.699178285467821,-1.47428784108667,-1.27735389150701,"Yes"
"1652",1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0.476513296667689,-1.50371299787523,-1.27735389150701,"Yes"
"1653",0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,-1.00902774801378,-0.557157808261762,-0.625874327058784,"No"
"1654",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,-1.46266612071853,-0.100727922055221,1.04354205683979,"No"
"1655",1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,-1.52747160253349,-1.93035374022579,-1.27735389150701,"No"
"1656",1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,-0.680015301876275,-1.299811040452,-1.19591894595098,"Yes"
"1657",0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.865346187557471,1.13001444286663,0.83995469294972,"No"
"1658",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,-1.30148325569157,-0.29108432815319,0.107040182945468,"No"
"1659",0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1.36883493088911,1.21541676850182,0.717802274615678,"Yes"
"1660",0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0.20067457919887,1.11712795504281,1.45071678461993,"No"
"1661",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,-1.30812997177515,-0.129453903265704,0.595649856281636,"No"
"1662",0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1.46355063508021,1.52309081318442,1.32856436628589,"No"
"1663",1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.165779319760044,-0.893021724597722,-1.11448400039495,"Yes"
"1664",0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0.993295472166502,1.10711454522948,0.758519747393692,"Yes"
"1665",0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1.0398224847516,1.01615564688807,0.554932383503622,"Yes"
"1666",0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.401737740727347,-0.488280153994637,-0.951614109282896,"No"
"1667",0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-1.47928291092749,-1.18866964235534,-0.99233158206091,"No"
"1668",0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,-1.32807012002591,-0.897646441354994,-0.748026745392826,"No"
"1669",0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1.69120066094303,1.17215030208325,0.514214910725608,"No"
"1670",0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.326962184787004,-0.602952908131911,-0.99233158206091,"No"
"1671",1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,-0.485598856431385,-1.65742378235363,-1.27735389150701,"Yes"
"1672",0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1.27578090571891,1.51490536291237,1.3692818390639,"No"
"1673",0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0.243878233742179,1.14985980990522,1.61358667573199,"No"
"1674",0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1.62307182108628,1.05993564791898,0.351345019613552,"Yes"
"1675",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,-1.31810004590053,-0.538394217139019,-0.3815694903907,"No"
"1676",0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0.469866580584104,0.447842824337144,-0.137264653722616,"Yes"
"1677",1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.511408556106516,-0.90061291999626,-1.15520147317297,"No"
"1678",0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,-1.30812997177515,-1.24508379216336,-1.07376652761694,"No"
"1679",0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1.35055646165925,1.51559519227308,1.40999931184192,"No"
"1680",0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,-0.631826610270277,-0.862545300768577,-1.03304905483892,"No"
"1681",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,-1.33970187317219,0.0377325057163626,0.962107111283762,"No"
"1682",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,-1.32142340394232,0.236883931816926,1.61358667573199,"No"
"1683",0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0.680899816237959,1.35443733143756,1.61358667573199,"No"
"1684",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,-1.50088473819915,-0.746934644827731,-0.3815694903907,"No"
"1685",0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,-0.485598856431385,0.14911768921776,0.107040182945468,"No"
"1686",0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0.192366184094388,0.277281164496528,-0.218699599278644,"No"
"1687",0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,-0.156586410293877,0.130446896076867,-0.259417072056658,"Yes"
"1688",0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,-1.27489639135722,-0.908532239215776,-0.829461690948854,"No"
"1689",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-1.48260626896929,-0.36574103339877,0.310627546835538,"No"
"1690",0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,-0.196466706795393,-0.697933605150576,-1.03304905483892,"No"
"1691",0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1.0896728553785,1.45562594969159,1.53215173017596,"No"
"1692",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,-1.49922305917825,-0.115490256454704,1.12497700239582,"No"
"1693",0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,-1.31311500883784,-0.257187204011546,0.269910074057524,"No"
"1694",0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1.65132036444152,1.71666564354688,1.61358667573199,"No"
"1695",1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,-0.999057673888403,-1.76863756453678,-1.27735389150701,"Yes"
"1696",0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0.197351221157077,0.864476885874076,0.880672165727734,"No"
"1697",1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.682561495258856,-0.995381234262437,-1.19591894595098,"Yes"
"1698",0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0.358534086184038,1.08459494575701,1.24712942072986,"No"
"1699",0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0.665944705049891,1.36677436297206,1.57286920295397,"No"
"1700",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-1.46598947876032,-0.249811749430453,0.392062492391566,"No"
"1701",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-1.47263619484391,-0.260592189889326,0.595649856281636,"No"
"1702",0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1.25251739942636,1.44660159920928,1.3692818390639,"Yes"
"1703",0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1.31732288124132,0.379719702703141,-0.463004435946728,"Yes"
"1704",0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,-0.96748577249137,-0.748947414758426,-0.870179163726868,"No"
"1705",1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1.16278673229794,-1.41808202486843,-1.27735389150701,"Yes"
"1706",0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0.853714434411195,1.15565874471663,0.921389638505748,"No"
"1707",0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1.09299621342029,1.46801013910438,1.49143425739794,"No"
"1708",1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.302036999473557,-1.13623923506619,-1.19591894595098,"No"
"1709",1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0.320315468703419,-0.933780719495298,-1.15520147317297,"Yes"
"1710",0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0.144177492488389,0.338363033659604,-0.0965471809446023,"No"
"1711",1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.597815865193134,-0.758566927564046,-1.11448400039495,"No"
"1712",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,-1.34136355219308,0.181676716393627,1.57286920295397,"No"
"1713",0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.316107596299942,0.132391438372959,-0.137264653722616,"No"
"1714",0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,-0.113382755750568,0.701012086007378,0.799237220171706,"No"
"1715",0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.398414382685554,1.19387032036719,1.45071678461993,"No"
"1716",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,-1.50753145428273,-0.242917993532858,0.554932383503622,"No"
"1717",0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,-0.332724386508907,-0.732295895963792,-0.99233158206091,"No"
"1718",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,-1.49756138015735,0.0325903993306842,1.61358667573199,"No"
"1719",0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.49091466407377,-0.89533022322335,-0.625874327058784,"No"
"1720",1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1.43530209172497,-0.902624531543835,-1.19591894595098,"No"
"1721",1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0.632711124631961,-1.21692156720061,-1.23663641872899,"No"
"1722",0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.315330431640729,-0.510890896164714,-0.951614109282896,"Yes"
"1723",0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,-0.277888978819322,0.628838492483053,0.758519747393692,"No"
"1724",0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,-1.48426794799018,-1.41579842848309,-1.07376652761694,"No"
"1725",1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1.00160386727098,-0.980026935368236,-1.19591894595098,"No"
"1726",0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0.978340360978433,0.126595119654624,-0.625874327058784,"No"
"1727",0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,-0.493907251535867,0.0431363895512355,-0.0965471809446023,"No"
"1728",0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0.208982974303353,0.367396981764669,-0.0558297081665883,"No"
"1729",0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.561258926733411,0.825230749113264,0.514214910725608,"No"
"1730",0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0.820480853993265,1.28289637628002,1.28784689350787,"No"
"1731",1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,-0.163233126377463,-1.59997771543055,-1.27735389150701,"Yes"
"1732",1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.160794282697354,-1.54876187701023,-1.27735389150701,"Yes"
"1733",0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1.1378615469845,1.33394878443271,1.16569447517383,"No"
"1734",1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,-1.51916320742901,-1.92715740536556,-1.27735389150701,"No"
